//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/System/Library/PrivateFrameworks/AppSandbox.framework/Versions/A/AppSandbox
// arch:    arm64e
// uuid:    93EB1ACE-6516-303F-A23F-FF64BB4BE749
// text:    0x000000019a75d000
// count:   763 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000019a75e960  0x000000ac  __TEXT,__text  func  AppSandboxUtilAddressBookLockPathURL
0x000000019a7686d0  0x00000014  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18validationCategoryAA010ValidationF0Ovg  // AppSandbox.ASBBinaryIdentity.validationCategory.getter : AppSandbox.ValidationCategory
0x000000019a7686e4  0x0000000c  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC17signingIdentifierSSSgvgTo  // @objc AppSandbox.ASBBinaryIdentity.signingIdentifier.getter : Swift.Optional<Swift.String>  // -[AppSandbox.ASBBinaryIdentity  ]
0x000000019a7686f0  0x0000003c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC17signingIdentifierSSSgvg  // AppSandbox.ASBBinaryIdentity.signingIdentifier.getter : Swift.Optional<Swift.String>
0x000000019a76872c  0x0000000c  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC14teamIdentifierSSSgvgTo  // @objc AppSandbox.ASBBinaryIdentity.teamIdentifier.getter : Swift.Optional<Swift.String>  // -[AppSandbox.ASBBinaryIdentity ?]
0x000000019a768738  0x0000006c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC17signingIdentifierSSSgvgToTm  // merged @objc AppSandbox.ASBBinaryIdentity.signingIdentifier.getter : Swift.Optional<Swift.String>
0x000000019a7687a4  0x0000003c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC14teamIdentifierSSSgvg  // AppSandbox.ASBBinaryIdentity.teamIdentifier.getter : Swift.Optional<Swift.String>
0x000000019a7687e0  0x00000094  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18validationCategory17signingIdentifier04teamH0AcA010ValidationF0O_SSSgAItcfC  // AppSandbox.ASBBinaryIdentity.__allocating_init(validationCategory: AppSandbox.ValidationCategory, signingIdentifier: Swift.Optional<Swift.String>, teamIdentifier: Swift.Optional<Swift.String>) -> AppSandbox.ASBBinaryIdentity
0x000000019a768874  0x00000064  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18validationCategory17signingIdentifier04teamH0AcA010ValidationF0O_SSSgAItcfc  // AppSandbox.ASBBinaryIdentity.init(validationCategory: AppSandbox.ValidationCategory, signingIdentifier: Swift.Optional<Swift.String>, teamIdentifier: Swift.Optional<Swift.String>) -> AppSandbox.ASBBinaryIdentity
0x000000019a7688d8  0x00000338  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC5tokenACSo06audit_E2_ta_tKcfC  // AppSandbox.ASBBinaryIdentity.__allocating_init(token: __C.audit_token_t) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a768c10  0x00000064  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC8identity5tokenACSo06audit_F2_ta_tKFZ  // static AppSandbox.ASBBinaryIdentity.identity(token: __C.audit_token_t) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a768c74  0x000000b0  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC8identity5tokenACSo06audit_F2_ta_tKFZTo  // @objc static AppSandbox.ASBBinaryIdentity.identity(token: __C.audit_token_t) throws -> AppSandbox.ASBBinaryIdentity  // +[AppSandbox.ASBBinaryIdentity T6]
0x000000019a768d24  0x00000018  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC8identity4codeACSo16SecStaticCodeRefa_tKFZ  // static AppSandbox.ASBBinaryIdentity.identity(code: __C.SecStaticCodeRef) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a768d3c  0x000000a4  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC8identity4codeACSo16SecStaticCodeRefa_tKFZTo  // @objc static AppSandbox.ASBBinaryIdentity.identity(code: __C.SecStaticCodeRef) throws -> AppSandbox.ASBBinaryIdentity  // +[AppSandbox.ASBBinaryIdentity ?]
0x000000019a768de0  0x0000006c  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC11descriptionSSvgTo  // @objc AppSandbox.ASBBinaryIdentity.description.getter : Swift.String  // -[AppSandbox.ASBBinaryIdentity ?]
0x000000019a768e4c  0x000001e0  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC11descriptionSSvg  // AppSandbox.ASBBinaryIdentity.description.getter : Swift.String
0x000000019a76902c  0x0000026c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC6encode4withySo7NSCoderC_tF  // AppSandbox.ASBBinaryIdentity.encode(with: __C.NSCoder) -> ()
0x000000019a769298  0x00000064  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC6encode4withySo7NSCoderC_tFTo  // @objc AppSandbox.ASBBinaryIdentity.encode(with: __C.NSCoder) -> ()  // -[AppSandbox.ASBBinaryIdentity ?]
0x000000019a7692fc  0x00000034  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC5coderACSgSo7NSCoderC_tcfC  // AppSandbox.ASBBinaryIdentity.__allocating_init(coder: __C.NSCoder) -> Swift.Optional<AppSandbox.ASBBinaryIdentity>
0x000000019a769330  0x000001c8  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC5coderACSgSo7NSCoderC_tcfc  // AppSandbox.ASBBinaryIdentity.init(coder: __C.NSCoder) -> Swift.Optional<AppSandbox.ASBBinaryIdentity>
0x000000019a7694f8  0x0000002c  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC5coderACSgSo7NSCoderC_tcfcTo  // @objc AppSandbox.ASBBinaryIdentity.init(coder: __C.NSCoder) -> Swift.Optional<AppSandbox.ASBBinaryIdentity>  // -[AppSandbox.ASBBinaryIdentity @HzA(]
0x000000019a769524  0x00000038  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC4hashSivgTo  // @objc AppSandbox.ASBBinaryIdentity.hash.getter : Swift.Int  // -[AppSandbox.ASBBinaryIdentity ]
0x000000019a76955c  0x000000dc  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC4hashSivg  // AppSandbox.ASBBinaryIdentity.hash.getter : Swift.Int
0x000000019a769638  0x000000f4  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityC7isEqualySbypSgFTo  // @objc AppSandbox.ASBBinaryIdentity.isEqual(Swift.Optional<Any>) -> Swift.Bool  // -[AppSandbox.ASBBinaryIdentity ?]
0x000000019a76972c  0x0000002c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityCACycfC  // AppSandbox.ASBBinaryIdentity.__allocating_init() -> AppSandbox.ASBBinaryIdentity
0x000000019a769758  0x00000014  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOSQAASQ2eeoiySbx_xtFZTW  // protocol witness for static Swift.Equatable.== infix(A, A) -> Swift.Bool in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.Equatable in AppSandbox
0x000000019a76976c  0x00000048  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOSHAASH9hashValueSivgTW  // protocol witness for Swift.Hashable.hashValue.getter : Swift.Int in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.Hashable in AppSandbox
0x000000019a7697b4  0x0000002c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOSHAASH4hash4intoys6HasherVz_tFTW  // protocol witness for Swift.Hashable.hash(into: inout Swift.Hasher) -> () in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.Hashable in AppSandbox
0x000000019a7697e0  0x00000044  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOSHAASH13_rawHashValue4seedS2i_tFTW  // protocol witness for Swift.Hashable._rawHashValue(seed: Swift.Int) -> Swift.Int in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.Hashable in AppSandbox
0x000000019a769824  0x00000070  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAsAGP11stringValueSSvgTW  // protocol witness for Swift.CodingKey.stringValue.getter : Swift.String in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CodingKey in AppSandbox
0x000000019a769894  0x0000002c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAsAGP11stringValuexSgSS_tcfCTW  // protocol witness for Swift.CodingKey.init(stringValue: Swift.String) -> Swift.Optional<A> in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CodingKey in AppSandbox
0x000000019a7698c0  0x0000000c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAsAGP8intValueSiSgvgTW  // protocol witness for Swift.CodingKey.intValue.getter : Swift.Optional<Swift.Int> in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CodingKey in AppSandbox
0x000000019a7698cc  0x0000000c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAsAGP8intValuexSgSi_tcfCTW  // protocol witness for Swift.CodingKey.init(intValue: Swift.Int) -> Swift.Optional<A> in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CodingKey in AppSandbox
0x000000019a7698d8  0x0000003c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs23CustomStringConvertibleAAsAGP11descriptionSSvgTW  // protocol witness for Swift.CustomStringConvertible.description.getter : Swift.String in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CustomStringConvertible in AppSandbox
0x000000019a769914  0x0000003c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs28CustomDebugStringConvertibleAAsAGP16debugDescriptionSSvgTW  // protocol witness for Swift.CustomDebugStringConvertible.debugDescription.getter : Swift.String in conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CustomDebugStringConvertible in AppSandbox
0x000000019a769950  0x00000034  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityCfD  // AppSandbox.ASBBinaryIdentity.__deallocating_deinit
0x000000019a769984  0x00000054  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityCfETo  // @objc AppSandbox.ASBBinaryIdentity.__ivar_destroyer  // -[AppSandbox.ASBBinaryIdentity ?]
0x000000019a7699d8  0x000001d0  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC6encode2toys7Encoder_p_tKF  // AppSandbox.ASBBinaryIdentity.encode(to: Swift.Encoder) throws -> ()
0x000000019a769ba8  0x00000044  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC4fromACs7Decoder_p_tKcfC  // AppSandbox.ASBBinaryIdentity.__allocating_init(from: Swift.Decoder) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a769bec  0x00000270  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC4fromACs7Decoder_p_tKcfc  // AppSandbox.ASBBinaryIdentity.init(from: Swift.Decoder) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a769e5c  0x0000003c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityCSeAASe4fromxs7Decoder_p_tKcfCTW  // protocol witness for Swift.Decodable.init(from: Swift.Decoder) throws -> A in conformance AppSandbox.ASBBinaryIdentity : Swift.Decodable in AppSandbox
0x000000019a769e98  0x0000004c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityCSEAASE6encode2toys7Encoder_p_tKFTW  // protocol witness for Swift.Encodable.encode(to: Swift.Encoder) throws -> () in conformance AppSandbox.ASBBinaryIdentity : Swift.Encodable in AppSandbox
0x000000019a769ee4  0x0000004c  __TEXT,__text  swift  $sSo11CFStringRefaSHSCSH9hashValueSivgTW  // protocol witness for Swift.Hashable.hashValue.getter : Swift.Int in conformance __C.CFStringRef : Swift.Hashable in __C_Synthesized
0x000000019a769f30  0x00000058  __TEXT,__text  swift  $sSo11CFStringRefaSHSCSH4hash4intoys6HasherVz_tFTW  // protocol witness for Swift.Hashable.hash(into: inout Swift.Hasher) -> () in conformance __C.CFStringRef : Swift.Hashable in __C_Synthesized
0x000000019a769f88  0x00000068  __TEXT,__text  swift  $sSo11CFStringRefaSHSCSH13_rawHashValue4seedS2i_tFTW  // protocol witness for Swift.Hashable._rawHashValue(seed: Swift.Int) -> Swift.Int in conformance __C.CFStringRef : Swift.Hashable in __C_Synthesized
0x000000019a769ff0  0x0000006c  __TEXT,__text  swift  $sSo11CFStringRefaSQSCSQ2eeoiySbx_xtFZTW  // protocol witness for static Swift.Equatable.== infix(A, A) -> Swift.Bool in conformance __C.CFStringRef : Swift.Equatable in __C_Synthesized
0x000000019a76a05c  0x00000014  __TEXT,__text  swift  $sSo10CFErrorRefaMa  // type metadata accessor for __C.CFErrorRef
0x000000019a76a070  0x00000024  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityCMa  // type metadata accessor for AppSandbox.ASBBinaryIdentity
0x000000019a76a094  0x00000054  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOAEs0G0AAWl  // lazy protocol witness table accessor for type AppSandbox.ASBBinaryIdentity.CodeSignatureError and conformance AppSandbox.ASBBinaryIdentity.CodeSignatureError : Swift.Error in AppSandbox
0x000000019a76a0e8  0x000000a0  __TEXT,__text  swift  $ss22__RawDictionaryStorageC4findys10_HashTableV6BucketV6bucket_Sb5foundtxSHRzlFSo11CFStringRefa_Tg5  // generic specialization <__C.CFStringRef> of Swift.__RawDictionaryStorage.find<A where A: Swift.Hashable>(A) -> (bucket: Swift._HashTable.Bucket, found: Swift.Bool)
0x000000019a76a188  0x000000f4  __TEXT,__text  swift  $ss22__RawDictionaryStorageC4find_9hashValues10_HashTableV6BucketV6bucket_Sb5foundtx_SitSHRzlFSo11CFStringRefa_Tg5  // generic specialization <__C.CFStringRef> of Swift.__RawDictionaryStorage.find<A where A: Swift.Hashable>(_: A, hashValue: Swift.Int) -> (bucket: Swift._HashTable.Bucket, found: Swift.Bool)
0x000000019a76a27c  0x00000368  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC8identity4codeACSo16SecStaticCodeRefa_tKFZTf4nd_n  // function signature specialization <Arg[1] = Dead> of static AppSandbox.ASBBinaryIdentity.identity(code: __C.SecStaticCodeRef) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a76a5e4  0x00000068  __TEXT,__text  swift  $sypSgWOc  // outlined init with copy of Swift.Optional<Any>
0x000000019a76a64c  0x00000054  __TEXT,__text  func  __swift_instantiateConcreteTypeFromMangledNameV2
0x000000019a76a6a0  0x00000060  __TEXT,__text  swift  $sypSgWOh  // outlined destroy of Swift.Optional<Any>
0x000000019a76a700  0x00000100  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC2eeoi33_54B65047D401FDC446F81EDCF95B4C8FLLySbAC_ACtFZTf4nnd_n  // function signature specialization <Arg[2] = Dead> of static AppSandbox.ASBBinaryIdentity.(== infix in _54B65047D401FDC446F81EDCF95B4C8F)(AppSandbox.ASBBinaryIdentity, AppSandbox.ASBBinaryIdentity) -> Swift.Bool
0x000000019a76a800  0x00000044  __TEXT,__text  func  __swift_project_boxed_opaque_existential_1
0x000000019a76a844  0x00000054  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOAFs0E3KeyAAWl  // lazy protocol witness table accessor for type AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) and conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CodingKey in AppSandbox
0x000000019a76a898  0x00000054  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOACSEAAWl  // lazy protocol witness table accessor for type AppSandbox.ValidationCategory and conformance AppSandbox.ValidationCategory : Swift.Encodable in AppSandbox
0x000000019a76a8ec  0x00000044  __TEXT,__text  func  __swift_destroy_boxed_opaque_existential_1
0x000000019a76a930  0x00000054  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOACSeAAWl  // lazy protocol witness table accessor for type AppSandbox.ValidationCategory and conformance AppSandbox.ValidationCategory : Swift.Decodable in AppSandbox
0x000000019a76a984  0x00000004  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOSHAASQWb  // base witness table accessor for Swift.Equatable in AppSandbox.ValidationCategory : Swift.Hashable in AppSandbox
0x000000019a76a988  0x00000054  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOACSQAAWl  // lazy protocol witness table accessor for type AppSandbox.ValidationCategory and conformance AppSandbox.ValidationCategory : Swift.Equatable in AppSandbox
0x000000019a76a9dc  0x00000004  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOs12CaseIterableAA8AllCasessADP_SlWT  // associated type witness table accessor for Swift.CaseIterable.AllCases : Swift.Collection in AppSandbox.ValidationCategory : Swift.CaseIterable in AppSandbox
0x000000019a76a9e0  0x00000064  __TEXT,__text  swift  $sSay10AppSandbox18ValidationCategoryOGSayxGSlsWl  // lazy protocol witness table accessor for type Swift.Array<AppSandbox.ValidationCategory> and conformance Swift.Array<A> : Swift.Collection in Swift
0x000000019a76aa44  0x0000005c  __TEXT,__text  func  __swift_instantiateConcreteTypeFromMangledNameAbstractV2
0x000000019a76aaa0  0x0000000c  __TEXT,__text  func  __swift_memcpy1_1
0x000000019a76aaac  0x00000004  __TEXT,__text  func  __swift_noop_void_return
0x000000019a76aab0  0x00000090  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOwet  // getEnumTagSinglePayload value witness for AppSandbox.ValidationCategory
0x000000019a76ab40  0x000000b0  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOwst  // storeEnumTagSinglePayload value witness for AppSandbox.ValidationCategory
0x000000019a76abf0  0x00000004  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOwup  // destructiveProjectEnumData value witness for AppSandbox.ASBBinaryIdentity.CodeSignatureError  // aliases: $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOwup, $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOwup, $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOwui, $s10AppSandbox18ValidationCategoryOwup
0x000000019a76abf4  0x00000010  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOMa  // type metadata accessor for AppSandbox.ValidationCategory
0x000000019a76ac04  0x00000018  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityCMu  // method lookup function for AppSandbox.ASBBinaryIdentity
0x000000019a76ac1c  0x00000014  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18validationCategory17signingIdentifier04teamH0AcA010ValidationF0O_SSSgAItcfCTj  // dispatch thunk of AppSandbox.ASBBinaryIdentity.__allocating_init(validationCategory: AppSandbox.ValidationCategory, signingIdentifier: Swift.Optional<Swift.String>, teamIdentifier: Swift.Optional<Swift.String>) -> AppSandbox.ASBBinaryIdentity
0x000000019a76ac30  0x00000028  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC8identity5tokenACSo06audit_F2_ta_tKFZTj  // dispatch thunk of static AppSandbox.ASBBinaryIdentity.identity(token: __C.audit_token_t) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a76ac58  0x00000028  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC8identity4codeACSo16SecStaticCodeRefa_tKFZTj  // dispatch thunk of static AppSandbox.ASBBinaryIdentity.identity(code: __C.SecStaticCodeRef) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a76ac80  0x0000002c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC6encode4withySo7NSCoderC_tFTj  // dispatch thunk of AppSandbox.ASBBinaryIdentity.encode(with: __C.NSCoder) -> ()
0x000000019a76acac  0x00000014  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC5coderACSgSo7NSCoderC_tcfCTj  // dispatch thunk of AppSandbox.ASBBinaryIdentity.__allocating_init(coder: __C.NSCoder) -> Swift.Optional<AppSandbox.ASBBinaryIdentity>
0x000000019a76acc0  0x00000040  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC6encode2toys7Encoder_p_tKFTj  // dispatch thunk of AppSandbox.ASBBinaryIdentity.encode(to: Swift.Encoder) throws -> ()
0x000000019a76ad00  0x00000028  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC4fromACs7Decoder_p_tKcfCTj  // dispatch thunk of AppSandbox.ASBBinaryIdentity.__allocating_init(from: Swift.Decoder) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a76ad28  0x0000000c  __TEXT,__text  func  get_enum_tag_for_layout_string 10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorO
0x000000019a76ad34  0x0000001c  __TEXT,__text  func  __swift_memcpy57_8
0x000000019a76ad50  0x00000048  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOwet  // getEnumTagSinglePayload value witness for AppSandbox.ASBBinaryIdentity.CodeSignatureError
0x000000019a76ad98  0x00000054  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOwst  // storeEnumTagSinglePayload value witness for AppSandbox.ASBBinaryIdentity.CodeSignatureError
0x000000019a76adec  0x00000008  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOwui  // destructiveInjectEnumTag value witness for AppSandbox.ASBBinaryIdentity.CodeSignatureError
0x000000019a76adf4  0x00000010  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOMa  // type metadata accessor for AppSandbox.ASBBinaryIdentity.CodeSignatureError
0x000000019a76ae04  0x0000000c  __TEXT,__text  func  __swift_memcpy32_4
0x000000019a76ae10  0x00000020  __TEXT,__text  swift  $sSo13audit_token_tawet  // getEnumTagSinglePayload value witness for __C.audit_token_t
0x000000019a76ae30  0x0000002c  __TEXT,__text  swift  $sSo13audit_token_tawst  // storeEnumTagSinglePayload value witness for __C.audit_token_t
0x000000019a76ae5c  0x00000014  __TEXT,__text  swift  $sSo13audit_token_taMa  // type metadata accessor for __C.audit_token_t
0x000000019a76ae70  0x00000090  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOwet  // getEnumTagSinglePayload value witness for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)
0x000000019a76af00  0x000000b0  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOwst  // storeEnumTagSinglePayload value witness for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)
0x000000019a76afb0  0x00000008  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOwug  // getEnumTag value witness for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)
0x000000019a76afb8  0x00000008  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOwui  // destructiveInjectEnumTag value witness for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)
0x000000019a76afc0  0x00000010  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOMa  // type metadata accessor for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)
0x000000019a76afd0  0x00000004  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOSHAASQWb  // base witness table accessor for Swift.Equatable in AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.Hashable in AppSandbox
0x000000019a76afd4  0x00000054  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOAFSQAAWl  // lazy protocol witness table accessor for type AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) and conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.Equatable in AppSandbox
0x000000019a76b028  0x00000004  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAs28CustomDebugStringConvertiblePWb  // base witness table accessor for Swift.CustomDebugStringConvertible in AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CodingKey in AppSandbox
0x000000019a76b02c  0x00000054  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOAFs28CustomDebugStringConvertibleAAWl  // lazy protocol witness table accessor for type AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) and conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CustomDebugStringConvertible in AppSandbox
0x000000019a76b080  0x00000004  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAs23CustomStringConvertiblePWb  // base witness table accessor for Swift.CustomStringConvertible in AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CodingKey in AppSandbox
